vin,make,model,year,body_type,current_mileage,market_value
MS7RW383O3RNB8O7Z,BMW,5 Series,2013,Van,143963,3119
WO9QP45GFNH4KQU4X,Honda,Civic,2022,Hatchback,99976,28042
SA2XRND070VFA55IM,Ram,2500,2023,Van,119482,16459
OBE3O1AKIWTTDUR79,Jeep,Cherokee,2023,Truck,24718,45161
IXE6MY8O2VAPG7W4J,GMC,Terrain,2012,Coupe,78952,1206
N85OQD2F6J313BSR3,Chevrolet,Malibu,2023,Hatchback,45392,52327
QQ3MI7RXNUEZVELEG,Toyota,Camry,2023,Van,68858,26548
EO5D7CO4Z2ZQ1L3W8,Jeep,Grand Cherokee,2015,Truck,56897,14078
IK20ZJ5N24WI40EE6,Ram,3500,2012,Truck,144113,816
0NM7LMZH7OD1TVE4Q,Nissan,Rogue,2010,Convertible,90228,-4212
YC4ELY1TX354PCL6D,BMW,7 Series,2016,Convertible,79164,8071
UHJR8GYHS8XT12ZLG,Mazda,Mazda3,2012,Hatchback,116000,1884
U4FVSHRT26WA4HRGF,Subaru,Crosstrek,2016,Coupe,100501,21330
3K7KW1G7716FEZVNE,Chevrolet,Tahoe,2011,Coupe,117981,-853
CC736VZG4Q9SNZOSW,Nissan,Rogue,2021,Hatchback,98846,35235
CKDUMBCQJNNGLII56,Ram,2500,2018,Van,15941,27094
GCHOT21YVJ1L93IP4,Chevrolet,Silverado,2018,Hatchback,49566,29623
A9TBWL9M1ZLHJ0YZQ,Mercedes-Benz,E-Class,2013,Truck,72798,4912
55QBCGCP1ZRPM1CNY,Toyota,Tacoma,2014,Van,146308,7537
NPL4PH5VXNVS5C1DV,Ram,2500,2020,Truck,40285,14959
L2J4L61YV5V01303D,Jeep,Cherokee,2019,Hatchback,94194,15519
KW8BP2VCE7Z1JS0YD,Ram,2500,2021,Hatchback,82015,38608
DLWRURWOH5996U4M1,Mazda,Mazda3,2022,Coupe,102421,40673
PARBV4PNIEAZV36WR,Hyundai,Kona,2021,Truck,55592,22046
EGGUY4LKGT93XVQ2T,Ram,2500,2014,Sedan,149947,4114
QVFGONBJD18010BWK,Volkswagen,Atlas,2017,Truck,65421,7176
S1IBGTANKYCL2T6BY,Hyundai,Santa Fe,2017,Hatchback,91932,12945
268VO33UF0DBDQISI,Chevrolet,Equinox,2010,Van,29658,-5618
J1HID03DC28ODZUII,Mazda,CX-30,2015,Coupe,65045,10856
N50024LGT6KICDRYX,Mazda,CX-5,2016,Sedan,35963,17058
B3UPAH5LT64OUW1VB,Mazda,CX-5,2021,Van,106580,37591
UX8CTED6EL83GC1PQ,Chevrolet,Camaro,2020,SUV,100819,16503
WQSTS79IHA8YICTBX,Subaru,Ascent,2016,SUV,63384,12547
EHXMTD6E9XO36U1P1,Ram,ProMaster,2021,Coupe,58177,35925
XSQ5PRFVAVRMV44EM,GMC,Terrain,2019,Hatchback,21055,30537
OIN8XF21MSA9RCQ7M,Ram,2500,2010,Van,121221,-2057
QE0FWDXIKHHCHS4VB,Mercedes-Benz,GLE,2012,Convertible,80031,946
JEDY49YFS9EX91F5X,BMW,3 Series,2015,Hatchback,110635,10591
ZYMAS01RBRR8J0UFH,GMC,Sierra,2020,Truck,17507,34519
7Q0DGKSW6E02Q12D8,Kia,Forte,2019,Convertible,14068,18441
HN4DHQL85OF0DHDX3,Mazda,Mazda3,2014,Convertible,24063,5222
81KEJ6EGDWP4VQMJH,Kia,Sportage,2017,Convertible,13067,18698
KKYQ0O7Q85BVIWHHF,Jeep,Wrangler,2014,Coupe,120026,8083
NCF752FEH48GRGO7F,Chevrolet,Malibu,2015,Sedan,38902,4827
G4G15KSEU8UEO7TRP,Jeep,Compass,2015,Coupe,134084,4608
4XDKID4NO72JAO5YA,Honda,CR-V,2021,Coupe,75454,33880
CWED3L8XWFSL7I4EQ,Mazda,CX-30,2012,Truck,32083,2377
34AW7N6BA9FH9FRUW,BMW,X5,2017,Sedan,48004,21489
WHR1VO495LVEENJGE,Jeep,Wrangler,2014,Hatchback,103041,7532
LLRVK347HH5UMR5EU,Kia,Telluride,2022,Coupe,53971,21868
UZJ3POJB8G2NTXJVD,GMC,Yukon,2011,Coupe,23179,-1690
USGKV51M92SRBVBA6,Kia,Optima,2018,Hatchback,46796,30212
BN2OJU14X6CPYE0UY,Honda,Civic,2020,Hatchback,130320,24688
JU7P0ZYAWYSI587DT,Volkswagen,Jetta,2011,SUV,85365,-1793
664SCUY04EKH4NTTN,Honda,Civic,2024,SUV,39751,16956
BEAZTS96FPS5FPC5W,Chevrolet,Malibu,2014,Sedan,66471,7103
473GBRQUBU5N4GP2Q,Mercedes-Benz,GLE,2010,Hatchback,39737,-1983
TVMDIIRJI4A0IT7BO,Nissan,Frontier,2024,Coupe,76763,46485
9V3IEAH2Z6QRMP1T2,Mazda,CX-30,2011,Truck,56701,-935
75Q1DUSDLSE0FFJ6D,Honda,Pilot,2014,Van,132317,9154
QW2D4EXXA58LFVCDM,Jeep,Grand Cherokee,2014,Van,59154,10787
OORKWKIEED20EH56F,Mercedes-Benz,S-Class,2017,Truck,78834,17400
SAZ0W8LL6G9DB5237,Jeep,Grand Cherokee,2012,Sedan,81068,1810
N7QS8URZZ66E7SD63,Nissan,Sentra,2012,Sedan,93570,833
1EA69EJAOR43HBGVB,Ram,1500,2014,SUV,54916,5938
OY9J21A30EDFHTRZX,Jeep,Grand Cherokee,2010,Truck,48461,-3105
X297JDWYBXFHB7F1H,Mercedes-Benz,GLE,2013,Van,93943,2352
LPIM7GABC6X2IT8DR,Ram,2500,2018,SUV,14139,16516
TXVF5QMAAVHPDT1R8,Mazda,Mazda6,2023,SUV,57035,42800
CKVMHC7YBYF48ZROX,Volkswagen,Passat,2017,Truck,53174,13723
Q71QJCRAGC8ZVJWVK,Jeep,Compass,2014,Convertible,38299,11037
DU6MB64VFGA9NY9F0,Chevrolet,Tahoe,2019,Convertible,116604,25036
UJQ3TMAUEYQGGKFYK,Mercedes-Benz,C-Class,2020,Convertible,105691,26527
CVKAL05OHEPF153YL,Jeep,Cherokee,2022,Truck,97496,21000
WH6XEAWYVY9ZQNA9J,Mazda,CX-9,2024,Truck,115444,27138
UWG3RLWN7J6M4KQP3,Kia,Sorento,2011,SUV,56243,-635
G9SEB6M7ZQDMBYC81,Mercedes-Benz,C-Class,2022,Convertible,49351,21698
ALKPJX0HZY00T9ZNQ,Kia,Telluride,2023,Hatchback,30125,24421
I7H5RA7KOW77XIS6Z,Ford,Mustang,2010,Van,68142,-3493
4MO2N0UIH52XVIN6T,Toyota,Highlander,2018,Convertible,113657,20719
G6KT91HHCUK7MVTEN,Hyundai,Tucson,2024,Truck,35244,16612
GISE69XIXSBGMN3J7,Nissan,Frontier,2022,SUV,37113,39879
1Z15LAJMK2LADNXEF,Toyota,Camry,2017,SUV,101145,7148
KEONY61ZXXMEM0TPL,GMC,Yukon,2014,Sedan,57818,10996
XEPAU1SKZZ79ZWQJ3,GMC,Acadia,2015,Convertible,18088,6556
IXREW9NG8N37JUR2B,Honda,Pilot,2011,Convertible,30197,-1126
331AH438GZFD81CGK,Hyundai,Kona,2012,SUV,111324,1917
ZT48QTDMJO6UYTGBH,Honda,Accord,2017,Coupe,51689,8138
FMRB2O5WD1U51DM4D,Jeep,Renegade,2011,SUV,149201,-1602
9GN9O8A0BO88UIVO8,Jeep,Compass,2021,Hatchback,36399,35654
FQQNJHXXTIKA6CMWT,Kia,Forte,2015,Coupe,45495,14192
WU18NOH6HUKTB3C5R,Hyundai,Elantra,2020,Sedan,146911,17599
HLJLIEANQVY0AKVVA,Hyundai,Kona,2013,Convertible,38493,5471
NZV9SKZJ6H10HHBHK,Volkswagen,Passat,2010,Hatchback,121434,-7052
766S5WL8A0PX6UQIU,Jeep,Compass,2011,Convertible,128979,-803
M95MT3ZN0EK2MJN4D,Subaru,Forester,2010,Coupe,122179,-4878
2QJF3MYSRLH05NVVV,Ram,3500,2020,Truck,60389,12135
HM4VSN6TLMT8XE0N9,Hyundai,Tucson,2016,SUV,131805,11959
MK7G4NT14KX3YZWE4,BMW,X3,2021,Hatchback,90192,35203
XVOMRMA09WU47GDJ3,Nissan,Sentra,2012,SUV,123929,1843
D3J5TFT00IVNN1XZF,Mercedes-Benz,GLC,2021,Sedan,131051,12432
IZZ065QJQYFUKWS9Q,Subaru,Outback,2011,Van,137016,-1693
SUHUWBXDYYFR0M3NJ,BMW,3 Series,2020,Hatchback,10681,35003
TF3LIW08PCQHIVPBC,Chevrolet,Tahoe,2023,Van,50732,36146
Y0QVOPVMLS677D1DC,GMC,Yukon,2024,Van,68404,45407
VCDLHSQSCRII18HMQ,GMC,Acadia,2015,Sedan,53638,6393
2OS5PFIVKS1IGTGDH,Honda,Pilot,2012,SUV,147980,910
FTXDPH88JSNHTF39Y,Chevrolet,Tahoe,2015,Coupe,20706,8460
F5FUK7VDFK1BNIS6Y,Chevrolet,Malibu,2015,Coupe,131042,13159
IZ3COBXDNRI5B7OM9,GMC,Acadia,2011,Coupe,38968,-1821
GQ4ERIJAPEGQJKY4L,Kia,Optima,2020,Sedan,14508,26862
31QV4643HEW9GKVH1,Jeep,Wrangler,2020,Sedan,82465,30922
AD6QYKAMRHXYG5CTW,GMC,Yukon,2020,Sedan,64109,15576
KTFPOCUMDQ8NW2SH1,Volkswagen,Passat,2017,Coupe,64489,9081
K94LEXQ9UXRXI3NOE,Jeep,Wrangler,2023,Coupe,20442,27473
3OXI8ZQQ659NC76HI,Hyundai,Tucson,2014,SUV,137224,4081
PA842AECAFD6OQ7W7,Mazda,CX-5,2012,Van,144469,1880
WWIFUYTLQ94WKU2VY,BMW,X3,2010,Sedan,77704,-4281
ZRJIQ4MUX6MCBQ40S,GMC,Sierra,2014,Van,139718,6003
03KLLZVR6NU5NF1TC,Mercedes-Benz,GLE,2012,Convertible,69321,1410
O0WUGY3P5G3ENQQQE,Mazda,Mazda6,2017,Coupe,11073,10350
2DV2DRBO96YT6J7YT,Toyota,Camry,2020,Hatchback,76728,29602
SF3A05XV6DAXWLO0A,Chevrolet,Malibu,2018,Van,80734,26041
13RO1UVWP4G2915W3,Volkswagen,Passat,2022,Van,42474,43226
5F3XVGW4TJ1OWZ2UG,GMC,Canyon,2015,Convertible,57029,5016
1Z1ZAV42JHWBR74RS,Nissan,Frontier,2018,SUV,132954,9223
94EZ244HAOU07LFUY,Hyundai,Sonata,2021,Truck,16508,37480
8MJWJKYM5V1UJ6HKR,Hyundai,Kona,2019,Hatchback,127112,10229
FN5VOM83ZBUSIGIJP,Chevrolet,Camaro,2022,Van,57865,27594
R9HS55CO7U9YZDSU9,Chevrolet,Equinox,2014,Truck,17332,7849
FQ66541E4P42FUVK2,Ford,Mustang,2011,Convertible,114056,-1142
O6Y87M08AJULIR3EA,GMC,Canyon,2010,SUV,127763,-3401
KLRFDV18638BQ7N7L,Mercedes-Benz,GLE,2022,Convertible,50104,37780
3V4GNBRA8NYCZBG2Q,Kia,Sorento,2019,Convertible,139889,35646
O78RJIE200AN9KN8C,Mercedes-Benz,C-Class,2016,Coupe,104991,20498
KT6W5BZDWHHJTS1H8,Honda,Civic,2020,Convertible,19279,24173
5IWAOM3HY8PO7VO9Y,BMW,X5,2010,Truck,35178,-6196
2EAB24ZE8CMYEUHUR,Subaru,Impreza,2011,Convertible,27453,-1902
HZSF9JD0WCIMN5WA5,Mazda,CX-5,2024,Truck,144240,30753
QT6JMXOINXIQ7GGEM,Ram,1500,2020,Convertible,76861,34156
HVB9ZSC1ER7RX4W5B,Mercedes-Benz,GLE,2019,Convertible,122928,12135
HF2FYPWRQ37F0SW3A,Kia,Forte,2019,Coupe,116424,11278
MI3BU5OOJ81G90HWQ,Chevrolet,Silverado,2020,Truck,74850,23381
FHWE0UBKN7KNWIB4Q,Nissan,Rogue,2013,Truck,117668,6726
UC55CS141X4IQMN1Z,GMC,Yukon,2014,Truck,109914,11441
0P84V3DZEM7CGPW5V,GMC,Canyon,2016,Sedan,28136,15780
XPFXE3BUA4DXIU6UV,Honda,CR-V,2020,Coupe,46357,22942
8MKI2IBYVTICC5554,Toyota,Camry,2022,Van,74911,34246
CIKKG7C8Q28ZXLODG,GMC,Sierra,2012,Van,13860,675
MJNW5ED155D91T4EC,BMW,7 Series,2013,Sedan,96275,2153
4N3DJTD4UV796GJTJ,Ford,F-150,2011,Convertible,126253,-1463
4FM48A469D0WDHDTK,Kia,Optima,2015,SUV,68196,5143
6QFZNAODM32Q24KH9,Honda,Odyssey,2013,Sedan,100045,5527
FQ4H4Q3FGFDNOAB0T,Kia,Sportage,2017,Convertible,96961,22832
GHP0S4Z06M8FZZPHK,Jeep,Grand Cherokee,2024,Van,80568,16588
9WB4Q3MREFUO5PP98,Hyundai,Kona,2016,Hatchback,111112,15482
HABMSM7D4XJ0WOUT4,Mercedes-Benz,C-Class,2013,Van,35024,3572
O9T1KAA84BDIAZ5EV,Nissan,Rogue,2010,Hatchback,122183,-5936
EV30GZ6GAQ7RPPJPY,Jeep,Renegade,2020,Van,108585,22355
3MNNOJIJCRFSHW364,Jeep,Compass,2023,Sedan,34176,20591
MD6OXVIQQELA7OOWG,Volkswagen,Jetta,2018,Hatchback,78901,18045
R3T3UUJ5CGV76LY2V,Jeep,Wrangler,2016,Hatchback,31172,19131
8XNUJT37XTDSU9PTV,Ford,Mustang,2010,Convertible,62274,-3479
EGHB5DCGSPTBC8ANZ,Mazda,Mazda3,2021,Hatchback,138061,34833
N6V0LQWIUE32UD6MJ,Ford,Fusion,2011,Convertible,17012,-1407
CM3VK7S7XFTRXZ9NJ,Chevrolet,Silverado,2010,SUV,107334,-6300
59Y5WZTQ7RXWK5JS1,GMC,Canyon,2016,Convertible,72916,6954
01SFPIRV0C8733HLQ,GMC,Acadia,2011,SUV,12082,-666
QQ3QL9N7QDL4E5HY6,Ram,1500,2020,SUV,91092,36327
KRF7MJ1V8J6UWV86C,Ram,ProMaster,2022,Coupe,95854,39657
OD5PH2QHWT5ZDFD4O,BMW,5 Series,2013,SUV,92772,7148
C0DDPN0ELQA48891J,Ford,Fusion,2024,Convertible,107169,43078
TFSIZTH8ZRKQIZ1MH,BMW,7 Series,2012,Coupe,63598,1992
IHVI2QDMPBA5S6ERA,Ford,Mustang,2017,Coupe,29284,22958
8EGUYI1HWASY4Y6S6,Kia,Sorento,2015,Coupe,16448,4991
H5GT61TN8PSP7W16Q,Honda,Accord,2017,Truck,12533,21884
TO59EOYISMRD55TAU,Chevrolet,Equinox,2014,Coupe,93267,5437
58WSDGRJDMK612B1G,Nissan,Rogue,2024,SUV,133180,54258
OHPKYWLFD5Z48HLD7,Ram,3500,2022,Convertible,60727,44436
2UTBSSTRVVZB37YEV,BMW,5 Series,2017,Sedan,144664,11836
6AQ37C6KCRU6KFUG8,Subaru,Impreza,2017,Van,112869,17504
HP3AXH5HZT2BM6C6T,Kia,Sorento,2020,SUV,14783,30037
AAX0OQRJBQBWVRTPD,Subaru,Outback,2020,Van,131718,15614
OEM4UVR8MQO4MXGWK,Jeep,Wrangler,2022,Van,74717,18357
QK1UWCSGDD8PP55ZN,GMC,Acadia,2022,Hatchback,84796,21324
5XN98PV51Y7X1A21C,Jeep,Renegade,2010,Truck,54976,-2680
6CCL9CA4F8XCQRRYO,GMC,Acadia,2019,Coupe,42333,25954
Q49QUWR01E8KKG6IV,Subaru,Ascent,2013,SUV,146709,2662
ERZ3N5DTYZUGWICZT,Mazda,CX-30,2020,Hatchback,96806,28464
HU1NTX67OQ9FMUGR4,Nissan,Sentra,2022,Truck,11941,50049
JEDZTGD70VOGL49RJ,GMC,Canyon,2012,Truck,45399,2304
X3ZSGOQ7MJD28QX4U,Ford,Explorer,2020,SUV,96717,34769
8YHM0188NWOK8CLBO,Mercedes-Benz,S-Class,2020,Convertible,62135,26183
WCNDEGPJBT9VEJDNS,Hyundai,Kona,2016,Van,82468,14344
6E39PTP51RANH400E,Ram,2500,2022,Convertible,143109,34072
09ZBFPDB8A90R41JU,Volkswagen,Jetta,2015,Hatchback,34730,9142
O6R6ZLM1TNB2ULXYP,GMC,Canyon,2012,Van,11849,924
9EBYJHDX69QBA4DPU,Subaru,Outback,2011,Hatchback,56029,-2002
8JWO950V82VL91K3X,Honda,Accord,2013,Hatchback,102282,5292
3LIMYT23BX5AJVDNC,GMC,Acadia,2020,Truck,86810,12426
U1ZD2R7NQMJR3S899,Mazda,Mazda6,2019,SUV,77599,25537
2LGKDKOXMLJ8L6XJD,GMC,Yukon,2020,Hatchback,72800,22654
EETH0706TO3W8Z5M2,Mercedes-Benz,GLC,2018,Truck,74161,10587
AN47HLB011QUQG3TL,GMC,Sierra,2013,Hatchback,35115,4160
GJOG8L0GL9XB1KZFX,Honda,Pilot,2013,Van,126481,3411
Q1P3BO90HHSR8AG3X,Ram,1500,2020,Van,127520,25978
QDYBV3CEG0DK9K28L,Subaru,Outback,2012,Hatchback,147545,1211
MH57TCRDF5481TW97,Mercedes-Benz,GLE,2022,SUV,107039,26323
90TPBWHXXIQM5X81L,Volkswagen,Golf,2019,SUV,127680,30430
16GUEOVU5D091O96L,BMW,X5,2016,Convertible,10204,5700
95HWFZC7NQIYGW2AK,Toyota,Camry,2023,Truck,126338,20932
VXJD6WOB8XK1LF5VN,Chevrolet,Silverado,2023,SUV,22007,17452
HCCZTL3K6YD0I2GVI,Volkswagen,Jetta,2016,Coupe,123260,11818
WNLPR6HI4GZT820C2,Mercedes-Benz,C-Class,2016,Convertible,89400,10752
OJ5KK3IQ4VBE5H2H8,Kia,Telluride,2010,Truck,89865,-3374
J6W5O6S1OZHOIXVS0,Nissan,Altima,2017,Truck,135498,21324
TZ0B0E9I7AHVBL8YV,Mazda,Mazda3,2011,SUV,31929,-2104
LIIUH4FD9E9A4VU4G,Volkswagen,Atlas,2016,Convertible,114069,17149
1857P824Z0GAWC9SE,Mercedes-Benz,GLE,2013,Sedan,23686,4557
VHBNAN1J3KGEUPMR5,Volkswagen,Tiguan,2013,Sedan,53801,5915
MFITPAL5Z0WXHBI1R,Subaru,Crosstrek,2019,Truck,91459,26059
QVCD17UXM43UE9ZB2,Kia,Sorento,2024,SUV,91567,20604
S8MRV60EF2EQPEX08,Kia,Forte,2023,SUV,10312,44500
T2BLRS7Q4ZU00UHKT,Mercedes-Benz,S-Class,2017,Sedan,104125,21917
NLE0DU9UXXTWBKE48,Chevrolet,Tahoe,2014,Hatchback,45016,10610
D4ER4QPAA18BIIM5G,Mercedes-Benz,C-Class,2016,Coupe,77067,12859
T2BXADG2IACZNEQDY,Hyundai,Santa Fe,2015,Sedan,72408,13096
5V3XN0W2EVAPDHT0N,Jeep,Renegade,2018,Sedan,10256,30431
9LGQGM26ZKCUBLWO0,BMW,7 Series,2016,Hatchback,54836,18481
QWAUWKH1VZX1GFDIA,Nissan,Rogue,2015,Convertible,136895,9401
61LPMDFOGHVFZX358,Subaru,Crosstrek,2016,SUV,105056,17472
V9JIH43T3USO6S7K3,Volkswagen,Tiguan,2022,Hatchback,137586,15797
4509WT2AVRPMN4ZBK,Subaru,Ascent,2011,Convertible,21859,-2018
HJSQBNTE9ZDHE7EE5,GMC,Acadia,2024,SUV,32754,30109
Z57509O4HDJRZBUAE,Subaru,Impreza,2011,SUV,115943,-1297
GOCGB1KKA1ASK39NI,Ford,Explorer,2019,Coupe,12698,30837
EBLS5E4YY2EHBM2PP,Nissan,Rogue,2019,Van,10436,17530
AFN3XPYH6HZA24I3P,Kia,Sportage,2012,Truck,33758,1048
SM82CURGT2RKPCB0E,BMW,5 Series,2016,SUV,64982,7380
WIITHT1NS4N0832IZ,Ram,2500,2015,Sedan,114409,9721
EP5QIWCRSOWP3MHAL,Jeep,Grand Cherokee,2017,Sedan,58643,11058
0WRV6U3GOJ68Y9GCC,Ram,ProMaster,2020,Coupe,45080,20145
CVPRNXEC2MOE9HSNR,Mazda,CX-9,2021,Hatchback,53508,42035
XY84ZPBFTWXDLR0AK,Nissan,Frontier,2017,Sedan,53594,18880
Y5EGBQ6RISE0IAT2I,Toyota,Highlander,2012,Convertible,54169,876
LFS2KI1X4AQC811S4,BMW,X3,2022,Sedan,107327,21017
V3MWMPBHNRGDU8QEO,Kia,Optima,2013,Sedan,113412,4855
516JSHH9PB98FPMM2,Mercedes-Benz,S-Class,2021,Hatchback,52148,22546
3YF95AGHCO4D20ZH5,Nissan,Rogue,2010,Van,47683,-6362
5EIJM3OHGD78DGFUN,Volkswagen,Atlas,2017,Convertible,76291,21277
ZBJMKY47XCQA8UYEO,Ford,Fusion,2019,Hatchback,43264,20622
